3950	1653	3178	1	5
2743	1654	8664	1	1
1993	1655	10521	1	28
1797	1656	219988	1	3
3048	166	7088	1	8
554	1660	5610	1	7
2714	1665	54984	1	1
2871	1676	7534	1	1
1542	1678	26517	1	20
3769	1728	7157	1	104
340	1731	5413	1	9
4203	1737	8050	1	7
1371	1739	8825	1	16
3695	1742	9229	1	40
464	1756	6641	1	4
401	1760	3316	1	2
619	1763	5932	1	28
1755	1778	23299	1	1
2524	1780	23299	1	1
2744	1781	51143	1	7
1521	1783	8655	1	10
4055	1785	9051	1	2
1611	1786	10155	1	8
778	1788	8353	1	1
3520	1789	23468	1	61
1454	1793	2885	1	20
1348	1796	6714	1	22
2402	1813	10681	1	2
3402	1822	6477	1	3
611	1823	1829	1	23
1880	1825	11187	1	7
3127	1827	5530	1	2
734	1828	11187	1	10
3429	1829	11187	1	13
1186	183	1636	1	580
284	1830	11187	1	10
2333	1832	3728	1	1
1736	1839	7704	1	9
1722	1840	4851	1	37
3482	1855	120892	1	1
2946	1856	120892	1	1
4293	1857	120892	1	1
3252	1861	163590	1	4
3543	1869	8204	1	10
3248	1874	7514	1	7
1086	1876	7029	1	9
350	1891	6774	1	5
2953	1896	5350	1	1
4590	1911	7703	1	14
4653	1912	7703	1	9
218	1915	6780	1	2
1050	1917	1933	1	9
135	1933	1937	1	10
2009	1936	1937	1	12
577	1937	84675	1	1
1239	1950	1956	1	423
4636	1954	6314	1	1
789	1956	6774	1	405
4005	196	2033	1	27
3677	1965	1968	1	12
1815	1967	8891	1	4
2764	1973	1981	1	156
3745	197370	493861	1	1
1157	1974	3315	1	7
3856	1977	8637	1	9
1809	1978	2475	1	335
2247	1982	3315	1	4
1225	1994	23512	1	4
4000	2002	5594	1	228
2282	2010	4000	1	75
4272	2017	10109	1	12
468	2021	3308	1	8
3359	2023	10625	1	3
1598	2033	57658	1	6
2647	2034	7428	1	186
3884	2035	4926	1	5
2045	2037	2286	1	2
3370	2058	51520	1	3
1443	2059	10458	1	17
1704	2060	50618	1	5
4391	2064	2885	1	164
2629	2065	5295	1	62
257	2066	51741	1	8
2475	2067	7507	1	96
2492	207	8517	1	77
491	2071	404672	1	11
4094	2072	84464	1	14
387	2074	7507	1	34
3540	2099	51720	1	6
2705	2100	4436	1	9
3049	2101	8648	1	8
2389	2103	3320	1	3
2927	2113	7157	1	137
2789	2118	6794	1	2
629	2125	5493	1	6
3853	213	2217	1	4
3514	2130	23512	1	2
1468	2138	3014	1	3
1409	2139	6495	1	10
2663	2145	23512	1	16
4602	2146	8290	1	2
901	2149	10672	1	7
40	2175	199990	1	2
2086	2176	199990	1	1
1170	2177	56852	1	17
4250	2178	199990	1	1
3676	2185	2934	1	10
1105	2189	10935	1	2
3819	2192	2335	1	9
1793	2197	6217	1	14
2268	220134	348235	1	7
1360	2237	7486	1	43
35	2247	6382	1	59
640	2257	23542	1	2
2994	2258	23542	1	1
3907	2259	6334	1	1
1209	226	230	1	12
3672	2260	4734	1	5
854	2263	4734	1	3
2415	2268	10657	1	2
434	2273	3741	1	1
4063	2280	7040	1	17
423	22818	22820	1	4
3828	22823	23512	1	3
4030	22827	23451	1	6
3944	22837	29993	1	1
2974	22863	30849	1	27
3104	22878	60684	1	1
1950	2288	3315	1	10
622	22889	27339	1	1
1612	2289	2908	1	36
1800	22919	55755	1	9
4213	22930	25782	1	2
1559	22938	23411	1	2
4	22948	29966	1	1
4532	22954	84062	1	2
3998	2298	200350	1	3
1721	22999	26059	1	6
1496	23012	55233	1	3
2216	23019	27327	1	3
2051	2302	5990	1	3
3665	23028	165918	1	1
2859	2305	51343	1	1
3301	23062	26088	1	44
3410	23065	93380	1	1
2512	23077	55294	1	1
2347	2308	23411	1	111
4310	2309	7531	1	3
444	23102	23710	1	1
3156	23111	83737	1	5
675	23112	27161	1	12
3030	23136	23705	1	6
3945	2314	9208	1	7
1285	23157	30011	1	1
3972	2316	4000	1	5
1964	23163	26088	1	33
2701	2317	3688	1	5
3062	23172	79184	1	2
2459	2318	6445	1	3
3213	23190	29979	1	2
4116	23192	81631	1	12
1495	23197	79139	1	7
4538	23199	55758	1	1
4151	2321	3791	1	840
2426	2322	6503	1	1
4613	23235	200186	1	6
1617	23239	219333	1	1
3753	23246	55759	1	12
4618	23279	81929	1	11
2388	23286	154796	1	1
2922	23308	29851	1	61
2788	2332	9513	1	27
623	23327	57561	1	4
3826	2335	3838	1	4
3399	23352	56888	1	1
1015	23376	80279	1	3
4198	23383	25836	1	36
3866	23397	64151	1	7
2119	23405	50628	1	10
3767	23411	57805	1	17
3175	23423	64689	1	4
18	23468	84787	1	14
4413	23481	55759	1	11
3311	23492	84108	1	8
3566	23512	26147	1	2
3212	23523	100271849	1	1
798	2353	3725	1	1165
3551	2355	3725	1	138
1480	23586	57506	1	190
1395	23603	57175	1	4
2569	23607	29760	1	4
4156	23621	26088	1	7
3586	23636	53371	1	14
931	23708	26986	1	4
3151	23710	89890	1	1
3737	23746	51667	1	4
10	23770	54583	1	5
2640	2475	64223	1	83
4124	2494	8431	1	21
3209	2495	3315	1	12
3846	25	1796	1	16
271	2521	3192	1	1
3642	2533	3937	1	45
3557	2534	10040	1	2
2250	2539	3315	1	7
693	2547	4193	1	36
1168	2549	4233	1	41
3904	2551	9817	1	10
2005	25764	80155	1	1
3116	25793	65018	1	9
273	25804	51690	1	18
1161	25843	26127	1	1
485	25855	25942	1	5
3421	25885	84172	1	2
1905	25906	51433	1	3
3968	25913	26277	1	61
83	25920	51497	1	1
2403	25929	26871	1	2
2624	25936	57082	1	16
1354	25942	83855	1	7
3501	2597	23411	1	118
4231	26038	57459	1	1
1222	26060	51094	1	10
2783	26086	84557	1	3
1031	26100	55054	1	5
1500	26121	56259	1	1
4407	26127	29966	1	1
3442	26136	55740	1	1
4216	26168	81887	1	1
1300	2617	2673	1	1
3211	2618	5471	1	4
2979	26228	30011	1	2
584	2624	4089	1	21
3107	26249	65266	1	1
4652	26271	29945	1	3
4577	26276	63894	1	3
4209	2631	8878	1	2
2659	2643	7534	1	2
899	2648	6881	1	10
1022	26517	26521	1	1
2495	26523	27161	1	219
244	26524	51421	1	2
2854	26574	28996	1	3
4402	26610	55250	1	6
4018	2664	53917	1	1
2210	2665	3315	1	4
3836	267	7706	1	1
3173	2690	3717	1	35
4491	26986	57690	1	7
3446	26994	51619	1	1
3964	27	1398	1	4
99	27043	79707	1	1
2481	27063	84675	1	2
3009	27072	57617	1	17
2874	27086	50943	1	20
790	27095	79090	1	14
4569	27161	50628	1	11
1730	27248	84447	1	12
4536	27258	84967	1	1
3299	27335	51386	1	1
3153	27338	51529	1	1
1185	27339	56259	1	2
1085	2735	10189	1	1
1914	2736	8405	1	2
1711	2773	26086	1	1
2944	2782	10399	1	6
247	2783	55970	1	3
1566	2801	5861	1	42
2594	2810	7534	1	2
3751	2833	4283	1	220
1600	286	84033	1	1
1516	2873	79595	1	1
2729	2874	10928	1	1
4594	2879	9588	1	7
645	2885	10188	1	12
3285	2886	5747	1	20
841	2887	11123	1	1
3475	2908	10155	1	3
1037	29086	84142	1	2
4141	29089	55120	1	7
3474	29107	56000	1	1
502	29110	340061	1	26
1179	2932	4040	1	110
4541	2935	23708	1	4
455	2950	7186	1	3
2546	2956	5111	1	84
2297	2957	9519	1	4
3891	2958	9519	1	5
3160	2960	2965	1	8
4247	2965	2966	1	20
2299	2966	404672	1	10
3599	2969	4193	1	3
1745	29760	30011	1	3
2679	29882	64682	1	2
3571	29888	29966	1	2
550	29889	55646	1	1
1137	29890	64783	1	6
4185	29945	51529	1	12
3448	29959	81628	1	1
232	29966	51765	1	1
4651	2997	5565	1	1
3936	29979	148022	1	2
1073	29993	55114	1	1
2977	30011	92799	1	3
2312	3006	8726	1	1
2758	3008	10919	1	3
2189	3009	5578	1	2
2762	3014	4683	1	156
2572	3015	80314	1	4
67	302	2130	1	1
1700	3024	5578	1	1
3915	3043	26986	1	2
418	3050	6667	1	17
4218	3054	3607	1	1
1228	3055	10657	1	4
2864	3064	3312	1	32
1389	3065	5371	1	31
3053	3066	23028	1	31
1757	3070	79968	1	1
4447	30819	80333	1	4
2816	3082	4233	1	275
902	3091	6759	1	1
666	3093	7316	1	7
569	3096	4088	1	3
758	310	85365	1	3
2104	311	85365	1	3
3757	312	4734	1	1
3169	3146	6927	1	1
4639	3156	3638	1	28
4279	3161	6790	1	12
2837	3164	10549	1	1
1463	3169	8554	1	3
3403	3172	7329	1	7
3447	3174	8648	1	2
2392	3178	3608	1	10
1662	3181	5725	1	23
1254	3183	79728	1	1
1198	3184	5725	1	16
2222	3190	27316	1	4
3007	3191	3609	1	7
3651	3192	27044	1	1
4656	3205	7205	1	1
2893	322	57616	1	1
695	324	1499	1	101
3932	3265	83593	1	12
3654	3276	64750	1	2
1890	328	23411	1	7
3195	329	8767	1	14
1064	3297	55294	1	4
430	330	7321	1	5
3440	3301	10013	1	2
2130	3303	5071	1	3
422	3305	3309	1	12
204	3308	7189	1	28
4441	3309	10130	1	24
2933	331	1869	1	23
1466	3310	11080	1	4
3158	3312	10273	1	5
2150	3313	131118	1	17
1339	3315	7520	1	7
265	332	55143	1	11
1804	3320	120892	1	25
3749	3326	4171	1	3
4081	334	3725	1	14
4381	3364	5810	1	58
337	3376	4141	1	1
2421	338	1956	1	40
2022	3385	4478	1	11
2901	3396	51073	1	1
3815	3397	4654	1	35
1016	3398	4654	1	30
3017	3399	6925	1	17
2674	3400	6925	1	13
4498	3428	29108	1	12
364	3434	3437	1	85
2169	3454	23291	1	4
713	3475	4654	1	5
1527	3476	5531	1	1
975	3480	7532	1	5
315	351	54103	1	3
3164	3516	4204	1	8
1060	355	356	1	514
565	3551	10987	1	5
4075	356	4690	1	8
111	3567	3568	1	49
2262	3604	7185	1	16
1848	3607	25942	1	1
2470	3608	3609	1	21
2207	3609	4174	1	1
3680	3611	6251	1	8
2453	3614	3615	1	6
1322	3619	9212	1	150
3874	3635	30011	1	2
1428	3638	11160	1	1
227	3646	8667	1	11
1411	3654	7189	1	270
1802	3655	3688	1	101
243	3656	7189	1	60
342	3661	340061	1	29
925	3662	7189	1	18
3650	3663	6737	1	11
1567	3667	3717	1	47
1616	367	9759	1	14
3450	3676	7412	1	113
3134	3678	3690	1	33
701	3680	3688	1	11
3232	3685	3688	1	60
329	3688	5747	1	71
1045	369	11140	1	3
4453	3690	23421	1	1
411	3693	10298	1	2
2567	3702	10657	1	8
2509	3716	10399	1	5
267	372	22820	1	3
2896	3720	23512	1	21
4603	3725	11016	1	16
241	3726	10538	1	16
1323	3727	64326	1	2
1334	3728	8453	1	1
2709	373	5987	1	3
414	3735	9255	1	6
3033	3739	84708	1	1
82	3745	23327	1	1
580	375	23163	1	13
2506	3777	7529	1	1
1706	378	25898	1	1
1129	3791	7422	1	1626
474	3798	64837	1	3
3470	3799	3831	1	14
2162	382	10640	1	7
494	3821	3824	1	219
458	3831	64837	1	13
809	3836	5315	1	1
2649	3837	10526	1	1
1701	3838	5970	1	5
690	3842	10527	1	8
2725	3843	81887	1	1
2473	3845	5900	1	31
4263	3856	8517	1	2
4465	387	9826	1	22
237	3875	8717	1	15
1663	389	396	1	10
3200	3897	7430	1	2
1698	3921	55720	1	1
3648	3932	9094	1	5
3775	3937	9402	1	46
3297	3939	10397	1	4
692	396	998	1	82
2602	3978	5111	1	29
1924	3980	7515	1	104
1778	3981	11284	1	15
3171	3993	84612	1	2
1259	4000	8888	1	2
1399	4001	5451	1	7
3245	4005	22924	1	1
2826	4015	30011	1	1
4439	402	5147	1	3
4276	4035	7057	1	34
3425	4040	8312	1	109
4480	4041	8312	1	90
2612	405	3091	1	424
4581	406	11091	1	2
877	4067	10657	1	10
4643	407	408	1	16
1921	4077	8878	1	22
538	408	1445	1	1
1352	4085	29945	1	8
694	4086	79084	1	1
3920	4087	8850	1	10
3604	4088	23327	1	8
1659	4089	55802	1	4
2277	409	57561	1	1
1763	4091	64750	1	17
2030	4092	57154	1	29
335	4097	4780	1	14
31	4100	54780	1	1
3791	4131	6788	1	2
395	4137	10381	1	4
4443	4140	7531	1	1
2387	4141	9255	1	1
3443	4144	27430	1	5
820	4149	4601	1	2
2919	4155	5595	1	85
2969	4170	8239	1	10
1419	4171	8350	1	1
2844	4172	11284	1	1
769	4173	4176	1	57
4500	4174	8359	1	1
1532	4175	81620	1	29
3610	4176	4609	1	37
4191	4188	5565	1	1
724	4193	5925	1	244
359	4194	7157	1	130
4202	4204	23468	1	46
1336	4205	7329	1	13
3468	4208	9734	1	16
4152	4214	7186	1	31
904	4215	4734	1	1
1381	4216	30011	1	3
4343	4217	7186	1	61
3469	4218	4957	1	3
4515	4221	8826	1	2
2656	4233	26018	1	2
9	4234	7165	1	1
1207	4281	5515	1	5
1439	4287	7415	1	21
3580	4292	9156	1	49
4364	4297	6502	1	5
1614	4298	4299	1	22
4537	4301	10580	1	7
3679	4313	10298	1	2
316	4355	8825	1	1
4358	4361	9656	1	96
2199	439	10952	1	8
2769	440	28960	1	1
2583	4436	51426	1	9
116	4478	6693	1	26
1929	4582	6714	1	45
194	4602	55294	1	8
4360	4607	84676	1	5
2552	4609	27246	1	2
4591	4613	23411	1	19
1102	4615	7874	1	1
1196	4618	6938	1	3
2637	4627	10398	1	3
500	4633	5315	1	2
3641	4637	79784	1	17
2878	4646	10755	1	13
3525	4654	80854	1	1
4401	4659	9891	1	1
1947	467	3725	1	159
1415	4670	6143	1	1
1175	4673	4676	1	5
1627	468	3725	1	88
126	4683	9656	1	72
256	4686	57187	1	13
874	4690	7454	1	52
3588	4691	4869	1	44
1474	4692	7157	1	15
1243	4703	84665	1	1
1798	471	7531	1	1
747	472	4193	1	148
2827	473	3065	1	5
2719	4734	9616	1	1
620	4735	55752	1	14
3983	4738	7428	1	17
4201	4739	51343	1	1
4374	4751	29945	1	5
4585	4771	9368	1	10
479	4772	6597	1	4
2518	4773	5601	1	6
2056	4779	9817	1	3
2774	4780	8945	1	1
3088	4790	5971	1	396
2376	4791	55294	1	4
2759	4792	8945	1	26
1997	4793	5970	1	151
1801	4794	5970	1	81
3043	4798	51377	1	1
518	4800	4802	1	33
2560	4801	4802	1	76
2198	4802	22926	1	4
3331	4804	28986	1	3
865	4809	26747	1	1
3445	4830	4831	1	65
872	4831	10963	1	2
3172	4841	6421	1	31
4122	4842	5587	1	1
1633	4843	84727	1	3
706	4850	7322	1	9
3084	4851	8665	1	2
4099	4852	7376	1	1
1810	4862	56938	1	18
1580	4869	100133941	1	3
2530	488	1956	1	11
3295	4904	6195	1	9
4368	4905	9342	1	9
2411	4924	5743	1	3
3821	4928	8480	1	31
2477	4943	11345	1	1
1054	498	1956	1	7
2490	4988	10987	1	1
110	5007	9217	1	7
2201	5015	6310	1	2
1547	5036	6138	1	1
1150	5048	54820	1	35
1092	5049	5050	1	6
2026	5052	10549	1	31
2317	5058	8874	1	6
909	506	84676	1	1
2120	50618	89848	1	1
3341	5062	5879	1	49
1121	5071	7417	1	1
217	50813	64708	1	3
2259	50855	56288	1	55
1525	509	1956	1	2
860	5092	6927	1	6
4270	50943	116113	1	3
202	51002	55644	1	5
2088	51009	84447	1	11
721	51013	56915	1	14
1822	51016	56851	1	1
2447	51025	131118	1	18
2186	51028	84313	1	22
3649	51100	56904	1	1
2325	5111	5429	1	28
818	51112	58485	1	2
1589	51117	84274	1	3
1025	51127	56658	1	6
389	51138	64708	1	3
3335	51160	51271	1	1
1761	51164	55860	1	3
3499	5119	10617	1	4
2925	51234	93380	1	1
4176	51246	85365	1	1
2632	51271	137492	1	1
893	51343	51434	1	3
1040	51361	64400	1	1
2651	51399	51693	1	3
954	51400	55844	1	1
1363	51433	64682	1	18
4072	51434	64682	1	11
2140	51439	84447	1	1
3298	51455	199990	1	1
900	51465	84447	1	14
3759	51506	80279	1	1
2212	51542	55275	1	8
4570	51552	80230	1	3
2016	51569	79876	1	6
1286	5159	5781	1	40
341	51619	64320	1	1
2338	5163	57521	1	45
1579	51647	64210	1	2
940	51693	60684	1	1
4580	51699	55737	1	36
1335	5192	5824	1	23
2352	5193	5824	1	21
3217	5194	5830	1	40
4442	5195	5824	1	24
3095	5201	5204	1	2
2196	5202	5204	1	1
1835	5203	7411	1	1
2580	5204	7411	1	1
2865	5211	5213	1	13
1886	5213	5214	1	8
907	5252	8243	1	1
3424	5265	10956	1	2
647	527	29956	1	1
1991	5289	8678	1	75
3611	529	9550	1	1
2736	5290	8503	1	15
2952	5291	8503	1	13
1856	5294	23533	1	10
546	5295	9047	1	2
1581	5300	5315	1	1
1849	5307	6399	1	4
4568	5310	9734	1	6
3118	5315	5594	1	17
2013	5321	10938	1	1
868	5328	5329	1	242
2771	5335	8660	1	3
2081	5336	29760	1	51
2135	5337	7428	1	1
4531	5339	9924	1	2
2095	5346	51099	1	22
1697	5347	10010	1	2
2293	5356	27339	1	10
1746	53615	57459	1	11
1909	5371	6772	1	40
4357	53840	85363	1	11
1928	54107	54108	1	3
1402	5411	10921	1	5
1218	5413	23157	1	15
1879	5420	9351	1	10
1183	54205	373156	1	89
268	5422	5558	1	4
2284	5423	7515	1	62
1543	5425	10714	1	1
876	5429	11201	1	8
4307	5430	9400	1	3
344	5431	9400	1	1
2615	5433	5441	1	1
3036	5434	5437	1	14
2545	5437	25885	1	1
3772	5439	9533	1	8
1891	5441	25885	1	1
2847	54472	146691	1	1
3953	54496	140690	1	8
1808	545	2115	1	2
1976	5452	7091	1	2
4555	546	126961	1	4
2655	54623	79577	1	27
4557	5467	6256	1	275
673	5468	6257	1	54
3582	5469	10025	1	9
2069	54708	55669	1	11
4373	54780	56160	1	1
1507	54820	81565	1	45
3869	54881	81887	1	1
840	54927	440574	1	1
1838	5496	11060	1	1
2152	5499	8045	1	1
677	54994	80232	1	1
1359	550	10956	1	2
326	5500	9575	1	1
2014	5501	9575	1	1
56	55054	64422	1	26
3357	55072	81858	1	6
2809	55120	55215	1	23
4017	55140	55250	1	8
2223	5515	5520	1	7
3922	5516	80143	1	1
3515	55164	92345	1	6
1273	55170	126961	1	1
487	5518	5522	1	1
3112	5519	5520	1	2
311	5520	55844	1	1
1362	55201	83593	1	2
1384	5521	5522	1	2
2875	55233	92597	1	4
957	55245	84300	1	4
788	5528	5531	1	3
1012	55294	200933	1	1
2791	5530	5534	1	6
1650	5531	6950	1	3
38	55327	64398	1	4
4371	5536	10728	1	4
3079	5537	22870	1	7
2356	5558	23649	1	4
2670	5562	5571	1	12
1661	55626	79016	1	1
438	5563	5565	1	8
1602	5564	51422	1	5
2269	55644	112858	1	8
1908	5565	5837	1	1
2756	5566	5573	1	6
3418	55662	140462	1	1
4271	55671	151987	1	2
1653	55697	200576	1	16
367	5571	8408	1	1
1263	55715	79930	1	6
715	55723	79711	1	2
4351	55738	120892	1	2
988	55746	57122	1	51
1283	55755	114791	1	2
3437	55763	60412	1	52
4171	5581	9235	1	1
1077	55823	57617	1	24
2294	55829	79139	1	10
3686	55831	93380	1	1
2211	5584	8878	1	2
115	55872	84708	1	1
3102	5589	23193	1	3
1268	5590	7428	1	1
1696	5591	7520	1	228
208	5594	10318	1	5
486	5595	55294	1	5
1669	55958	90293	1	3
2493	55968	80124	1	6
2839	5597	8550	1	3
2046	5599	6416	1	209
1803	5600	7867	1	9
2885	5601	9479	1	18
4426	5602	5970	1	15
4059	5604	8649	1	12
2308	5605	10987	1	2
4241	5607	10746	1	4
190	5608	6885	1	34
2121	5609	9479	1	21
921	56160	493861	1	1
2794	56254	64750	1	1
2002	56259	57379	1	4
1690	56616	57448	1	15
2526	5663	29979	1	9
2941	5664	10519	1	4
2423	5682	5696	1	6
3411	5683	5695	1	8
579	5684	5695	1	8
1667	5685	5692	1	12
2235	56851	93380	1	1
1545	56852	353497	1	2
1014	5686	5689	1	9
493	5687	5719	1	6
3918	5688	5691	1	11
4233	5689	5695	1	8
80	5690	5693	1	12
1609	5691	23198	1	1
3327	5692	5695	1	12
2570	5693	5694	1	10
2935	5694	5696	1	6
2256	5695	5696	1	9
2553	5700	5702	1	7
1438	5701	5713	1	7
4143	5702	5716	1	1
2321	5704	9861	1	11
4054	5705	5709	1	7
3845	5706	5713	1	5
2452	5707	5714	1	8
886	5708	5716	1	2
1571	5709	51377	1	3
728	5710	5716	1	1
3391	5713	5718	1	16
1024	5714	51377	1	3
4262	5716	9861	1	3
4195	5717	5719	1	8
3481	5718	23392	1	4
386	57187	84321	1	10
621	5719	10213	1	10
1841	572	7531	1	5
2895	5720	5721	1	27
4397	5728	9101	1	5
3806	5729	5730	1	34
1309	573	3308	1	54
4478	57405	147841	1	43
4417	57418	81887	1	1
3987	57449	84708	1	1
2019	5747	9564	1	210
2990	57506	340061	1	23
4210	57521	64223	1	62
2660	57544	80020	1	2
898	57561	83737	1	1
1017	57599	64854	1	2
2476	57617	64601	1	21
160	5764	5803	1	15
2479	57697	91442	1	14
2807	5774	7532	1	1
1932	578	598	1	358
1316	5781	9846	1	36
781	5782	6464	1	8
4539	5784	10413	1	2
1648	5787	7422	1	12
4219	58	84676	1	5
1985	580	55284	1	3
2084	5803	7422	1	9
4547	581	1191	1	22
2305	5824	10478	1	7
2741	5829	7414	1	103
2170	58485	60684	1	1
2667	58529	84676	1	6
2232	5859	9255	1	5
3191	5861	9950	1	12
27	5866	117177	1	2
4396	5867	80230	1	5
3210	5868	9135	1	42
3070	5869	120892	1	5
1002	5878	25777	1	1
557	5879	55740	1	19
4240	5885	10274	1	35
962	5886	8078	1	3
1449	5887	55768	1	2
4428	5888	84893	1	10
3732	5894	10048	1	2
870	5900	22800	1	3
2330	5901	10459	1	1
4606	5902	7514	1	50
1904	5903	10411	1	2
566	5905	7329	1	35
1511	5906	5910	1	6
1390	5914	22938	1	2
2436	5917	9255	1	1
